,time,data
287,1162347.9695730251,"[0.032160840928554535, 0.010372590273618698, 0.0532187782227993, -0.007677860092371702, 0.0019356400007382035, 0.013333830051124096, 0.04667225852608681, -0.009442419745028019, -0.011681890115141869, -0.02025756984949112, 0.011349580250680447, -0.010606219992041588, -0.005695130210369825, -0.009984700009226799, 0.051607560366392136, 0.009774490259587765, -0.006688559893518686, 0.034905508160591125, -0.012478670105338097, -0.028836490586400032, -0.011762459762394428, -0.0060287402011454105, -0.012495839968323708, -0.027571359649300575, -0.015454339794814587, -0.01176401972770691, 0.070168137550354, -0.012583980336785316, -0.0016540499636903405, -0.013526059687137604, 0.08078566938638687, 0.03267093002796173, -0.005344000179320574, -0.008037400431931019, -0.008103525266051292, -0.00513134989887476, -0.006505724973976612, -0.006563799921423197, -0.006457475014030933, -0.010451175272464752, -0.00455607520416379, -0.007602424826472998, -0.008127175271511078, -0.0051130251958966255, -0.006744599901139736, -0.006519800052046776, -0.006597424857318401, -0.010275275446474552, -0.0034039749298244715, -0.007959225215017796, -0.007952424697577953, -0.005466424860060215, -0.00645947502925992, -0.006543300114572048, -0.00638512521982193, -0.010296224616467953, 0.0, 2334403.0]"
288,1162347.9715261501,"[0.014214349910616875, 0.001983939902856946, 0.04951734095811844, -0.015426469966769218, -0.008157470263540745, 0.005947890225797892, 0.0430462583899498, -0.01613272912800312, -0.012703309766948223, -0.022517990320920944, 0.007126019801944494, -0.015103010460734367, -0.009325659833848476, -0.01476821955293417, 0.04910052940249443, 0.005633989814668894, -0.009685220196843147, 0.03206411004066467, -0.01674412004649639, -0.029856160283088684, -0.014000420458614826, -0.009852980263531208, -0.016466839239001274, -0.029143640771508217, -0.020045209676027298, -0.016476359218358994, 0.06774643063545227, -0.014772869646549225, -0.005504409782588482, -0.019134100526571274, 0.07858721911907196, 0.029934149235486984, -0.005342475138604641, -0.008036425337195396, -0.008098900318145752, -0.005116775166243315, -0.006508899852633476, -0.0065657999366521835, -0.006460350006818771, -0.010447975248098373, -0.00455332500860095, -0.007604650221765041, -0.00812617503106594, -0.005114149767905474, -0.006748475134372711, -0.006522724870592356, -0.006600549910217524, -0.010272149927914143, -0.003388025099411607, -0.007962474599480629, -0.007955274544656277, -0.00546722486615181, -0.006460974924266338, -0.0065449499525129795, -0.0063878498040139675, -0.010298400186002254, 0.0, 2334404.0]"
289,1162347.9734792751,"[-0.013919119723141193, -0.01118575967848301, 0.039968520402908325, -0.02447216957807541, -0.017970290035009384, -0.008709309622645378, 0.03377566114068031, -0.024035440757870674, -0.01303870975971222, -0.023604489862918854, -0.0015526700299233198, -0.01987803913652897, -0.011845840141177177, -0.020139159634709358, 0.04327848181128502, -0.003928219899535179, -0.011198099702596664, 0.026167910546064377, -0.021236669272184372, -0.030164970085024834, -0.015002910047769547, -0.01274797972291708, -0.02010326087474823, -0.02980104088783264, -0.02808978036046028, -0.02437279000878334, 0.061163339763879776, -0.01604088954627514, -0.014068510383367538, -0.026653530076146126, 0.0728687196969986, 0.023390090093016624, -0.005349799990653992, -0.008039399981498718, -0.008101549930870533, -0.00512897502630949, -0.00651129987090826, -0.006568499840795994, -0.006464200094342232, -0.010450424626469612, -0.004549025092273951, -0.0076090251095592976, -0.008130449801683426, -0.005103600211441517, -0.006750775035470724, -0.006525075063109398, -0.006602825131267309, -0.01027547474950552, -0.0033975751139223576, -0.007966125383973122, -0.007962499745190144, -0.005453200079500675, -0.0064655751921236515, -0.006548975128680468, -0.006391425151377916, -0.010306024923920631, 0.0, 2334405.0]"
290,1162347.9754324001,"[-0.021787909790873528, -0.01503250002861023, 0.03096695989370346, -0.026242289692163467, -0.01974257081747055, -0.015173809602856636, 0.02510887011885643, -0.02562291920185089, -0.012444449588656425, -0.0232392605394125, -0.006993869785219431, -0.020657459273934364, -0.011810130439698696, -0.021158650517463684, 0.03804561123251915, -0.012303720228374004, -0.010806419886648655, 0.021206850185990334, -0.021987739950418472, -0.029549729079008102, -0.014564240351319313, -0.012825819663703442, -0.020485859364271164, -0.02928324043750763, -0.03139781951904297, -0.027386069297790527, 0.0546305812895298, -0.015912510454654694, -0.021474450826644897, -0.028516199439764023, 0.06731162965297699, 0.017360929399728775, -0.005373974796384573, -0.008056774735450745, -0.008116750046610832, -0.005131150130182505, -0.006521725095808506, -0.006582474801689386, -0.006478399969637394, -0.01046772487461567, -0.0045640249736607075, -0.0076223500072956085, -0.008143325336277485, -0.005101049784570932, -0.006764499936252832, -0.006537475157529116, -0.006611099932342768, -0.010294649749994278, -0.003424624912440777, -0.00797947496175766, -0.007978474721312523, -0.005453974939882755, -0.0064790998585522175, -0.006558400113135576, -0.006404974963515997, -0.010322424583137035, 0.0, 2334406.0]"
291,1162347.9773855251,"[-0.0223101694136858, -0.014683250337839127, 0.0265493206679821, -0.02559618093073368, -0.0192661602050066, -0.015158239752054214, 0.020961830392479897, -0.02482553943991661, -0.011370600201189518, -0.0222012996673584, -0.007457150146365166, -0.01985364966094494, -0.010827009566128254, -0.020383840426802635, 0.035571981221437454, -0.015575570054352283, -0.009685009717941284, 0.019489509984850883, -0.021094869822263718, -0.02846479043364525, -0.013498390093445778, -0.011831710115075111, -0.019487250596284866, -0.02818330004811287, -0.031042860820889473, -0.026980770751833916, 0.050986338406801224, -0.015067869797348976, -0.02446305938065052, -0.028032569214701653, 0.064305879175663, 0.014760649763047695, -0.005395099986344576, -0.008063900284469128, -0.008127924986183643, -0.00514120003208518, -0.00652919989079237, -0.006588025018572807, -0.006484100129455328, -0.010477599687874317, -0.004573499783873558, -0.007628125138580799, -0.008147775195538998, -0.005113350227475166, -0.006769124884158373, -0.006542874965816736, -0.006613424979150295, -0.010305049829185009, -0.003456450067460537, -0.007985024712979794, -0.007985024712979794, -0.0054675498977303505, -0.006480049807578325, -0.0065611498430371284, -0.006409725174307823, -0.010328625328838825, 0.0, 2334407.0]"
292,1162347.9793386501,"[-0.020607270300388336, -0.013375960290431976, 0.028575409203767776, -0.024299180135130882, -0.017843859270215034, -0.013705519959330559, 0.022966910153627396, -0.023437809199094772, -0.010433089919388294, -0.02114284038543701, -0.006047260016202927, -0.01870886981487274, -0.009692770428955555, -0.019213559105992317, 0.03682740032672882, -0.013612319715321064, -0.008528799749910831, 0.021444890648126602, -0.019843999296426773, -0.02752888947725296, -0.0124684302136302, -0.010628979653120041, -0.018176570534706116, -0.02716086059808731, -0.029860040172934532, -0.025796659290790558, 0.05191227048635483, -0.014103819616138935, -0.0223020501434803, -0.026991840451955795, 0.06517662107944489, 0.016578679904341698, -0.005398424807935953, -0.00807272456586361, -0.008139549754559994, -0.005154749844223261, -0.006533625070005655, -0.006593300029635429, -0.006488049868494272, -0.010488525032997131, -0.004595424979925156, -0.007635300047695637, -0.008153474889695644, -0.005118324887007475, -0.006772249937057495, -0.0065481998026371, -0.006618274841457605, -0.010316125117242336, -0.0034476749133318663, -0.007991800084710121, -0.007991624996066093, -0.005477975122630596, -0.006483300123363733, -0.006569049786776304, -0.006412975024431944, -0.010336600244045258, 0.0, 2334408.0]"
293,1162347.9812917751,"[-0.01559485960751772, -0.010091540403664112, 0.03579065948724747, -0.022018609568476677, -0.015577469952404499, -0.008698330260813236, 0.029891129583120346, -0.020776810124516487, -0.010068340227007866, -0.020399559289216995, -0.0016300800489261746, -0.016945859417319298, -0.008394929580390453, -0.017254969105124474, 0.04117254167795181, -0.00686053978279233, -0.007373920176178217, 0.025898009538650513, -0.01782255992293358, -0.027175219729542732, -0.011718389578163624, -0.0090692900121212, -0.016185320913791656, -0.026598000898957253, -0.02694360911846161, -0.022992189973592758, 0.056962259113788605, -0.01335776038467884, -0.01600714959204197, -0.02520224079489708, 0.06948047131299973, 0.021674780175089836, -0.005400400143116713, -0.008065074682235718, -0.008136174641549587, -0.005152349825948477, -0.006525975186377764, -0.006582525093108416, -0.006479875184595585, -0.010483724996447563, -0.004594425205141306, -0.007630799897015095, -0.008149225264787674, -0.005124324932694435, -0.006768649909645319, -0.006542650051414967, -0.006615125108510256, -0.010309925302863121, -0.003445550100877881, -0.00798872485756874, -0.007984300144016743, -0.005485150031745434, -0.006477800197899342, -0.006563125178217888, -0.006407374981790781, -0.010328800417482853, 0.0, 2334409.0]"
294,1162347.9832449001,"[0.00387434009462595, -0.0008004200062714517, 0.04453961178660393, -0.015715889632701874, -0.009155229665338993, 0.00246519991196692, 0.03830806165933609, -0.014839059673249722, -0.010307270102202892, -0.019775640219449997, 0.0056296600960195065, -0.013393109664320946, -0.006373269949108362, -0.013254569843411446, 0.04648149013519287, 0.001986880088225007, -0.006015220191329718, 0.03080037049949169, -0.014414560049772263, -0.027439720928668976, -0.011041129939258099, -0.006781450007110834, -0.013364500366151333, -0.0264564398676157, -0.02097857929766178, -0.017110100015997887, 0.063530832529068, -0.012682169675827026, -0.00847833976149559, -0.020242370665073395, 0.07504335790872574, 0.027456030249595642, -0.005379775073379278, -0.008054300211369991, -0.00812624953687191, -0.005140900146216154, -0.006520324852317572, -0.00657325005158782, -0.006472050212323666, -0.010475900024175644, -0.004569175187498331, -0.00762515002861619, -0.00814337469637394, -0.005126374773681164, -0.006760775111615658, -0.0065355501137673855, -0.006611099932342768, -0.010301425121724606, -0.003428175114095211, -0.007981674745678902, -0.007975149899721146, -0.005475199781358242, -0.006473475135862827, -0.00655672512948513, -0.006402224767953157, -0.01031852513551712, 0.0, 2334410.0]"
295,1162347.9851980251,"[0.02848616987466812, 0.008998099714517593, 0.05114028975367546, -0.008368710055947304, 0.000609430018812418, 0.012229399755597115, 0.044667549431324005, -0.00945597980171442, -0.011003569699823856, -0.019502459093928337, 0.01114371046423912, -0.01026907004415989, -0.004951409995555878, -0.009751729667186737, 0.05038679018616676, 0.008574039675295353, -0.005671299993991852, 0.03405662998557091, -0.011975989677011967, -0.028165550902485847, -0.010891689918935299, -0.005438149906694889, -0.011828009970486164, -0.026842080056667328, -0.015908990055322647, -0.011982140131294727, 0.06856951117515564, -0.012082929722964764, -0.003066790057346225, -0.014169899746775627, 0.07929383218288422, 0.031532879918813705, -0.005349425133317709, -0.008038399741053581, -0.008107274770736694, -0.005131400190293789, -0.006509675178676844, -0.006560700014233589, -0.006464425008744001, -0.010457725264132023, -0.004553399980068207, -0.0076112751848995686, -0.008132174611091614, -0.005117025226354599, -0.006749200168997049, -0.006520300172269344, -0.006600600201636553, -0.010282125324010849, -0.003401275025680661, -0.007965724915266037, -0.007964249700307846, -0.005465350113809109, -0.006460675038397312, -0.00654642516747117, -0.006389149930328131, -0.010299624875187874, 0.0, 2334411.0]"
296,1162347.9871504002,"[0.028175240382552147, 0.008262650109827518, 0.05174627900123596, -0.00999343954026699, -0.001355470041744411, 0.01201585028320551, 0.04520734027028084, -0.011327439919114113, -0.012053280137479305, -0.021183999255299568, 0.010890030302107334, -0.011889410205185413, -0.006981600075960159, -0.011330080218613148, 0.050507571548223495, 0.008733539842069149, -0.007904419675469398, 0.033652618527412415, -0.013749299570918083, -0.02922510914504528, -0.012634820304811, -0.0075258901342749596, -0.013889470137655735, -0.028222989290952682, -0.016596220433712006, -0.012649630196392536, 0.06919749081134796, -0.013423990458250046, -0.003182779997587204, -0.014963739551603794, 0.07975231856107712, 0.031651340425014496, -0.005342824850231409, -0.008033149875700474, -0.008099650032818317, -0.00513734994456172, -0.0065079000778496265, -0.00656102504581213, -0.006463025230914354, -0.010451650246977806, -0.004557549953460693, -0.007608550135046244, -0.008129649795591831, -0.00511207478120923, -0.006747549865394831, -0.006519299931824207, -0.006599274929612875, -0.01027732528746128, -0.003386175027117133, -0.007961975410580635, -0.007960175164043903, -0.005453549791127443, -0.006457175128161907, -0.006547024939209223, -0.006387624889612198, -0.010293000377714634, 0.0, 2334412.0]"
297,1162347.9891035252,"[-0.0008731400012038648, -0.004945990163832903, 0.044572070240974426, -0.020640339702367783, -0.01414106972515583, -0.0007739199791103601, 0.03817468881607056, -0.02045631967484951, -0.012834889814257622, -0.02312948927283287, 0.003688700031489134, -0.017660019919276237, -0.010755740106105804, -0.017603550106287003, 0.04597526043653488, 0.0011369800195097923, -0.010595889762043953, 0.028939630836248398, -0.01908712089061737, -0.0299880001693964, -0.014548259787261486, -0.011545609682798386, -0.018491169437766075, -0.029488060623407364, -0.023951919749379158, -0.02005114033818245, 0.06428302824497223, -0.015446930192410946, -0.009975830093026161, -0.023155340924859047, 0.07544872909784317, 0.026700090616941452, -0.00534584978595376, -0.008032575249671936, -0.008097000420093536, -0.005133475176990032, -0.006504674907773733, -0.006561750080436468, -0.006460350006818771, -0.010448150336742401, -0.0045476751402020454, -0.007606349885463715, -0.008130400441586971, -0.005104925017803907, -0.006747200153768063, -0.006516375113278627, -0.006597850006073713, -0.010273274965584278, -0.003403875045478344, -0.007961300201714039, -0.007960399612784386, -0.005456449929624796, -0.006459550000727177, -0.006545475218445063, -0.0063892751932144165, -0.01028862502425909, 0.0, 2334413.0]"
298,1162347.9910566502,"[-0.019646119326353073, -0.014000380411744118, 0.03423497825860977, -0.02581395022571087, -0.019233819097280502, -0.013023830018937588, 0.02817239984869957, -0.025242820382118225, -0.012691300362348557, -0.023418640717864037, -0.004628830123692751, -0.020455140620470047, -0.011865690350532532, -0.020895499736070633, 0.03984079137444496, -0.008948240429162979, -0.011034560389816761, 0.02288324013352394, -0.021791119128465652, -0.029815910384058952, -0.014762530103325844, -0.012869330123066902, -0.020463040098547935, -0.0295196995139122, -0.030360469594597816, -0.026330020278692245, 0.05699184909462929, -0.015967270359396935, -0.018818369135260582, -0.027984030544757843, 0.06920810043811798, 0.01972780004143715, -0.005360300187021494, -0.00804820004850626, -0.008110050112009048, -0.005131924990564585, -0.006516075227409601, -0.0065718749538064, -0.0064725750125944614, -0.010465050116181374, -0.004569000098854303, -0.007616875227540731, -0.008142325095832348, -0.005104674957692623, -0.0067583248019218445, -0.006528624799102545, -0.006608699914067984, -0.010285574942827225, -0.003400899935513735, -0.007974174804985523, -0.007973224855959415, -0.005457899998873472, -0.0064721000380814075, -0.006560175213962793, -0.006401250138878822, -0.010305224917829037, 0.0, 2334414.0]"
299,1162347.9930097752,"[-0.022261910140514374, -0.014873660169541836, 0.02705072984099388, -0.025888970121741295, -0.019510410726070404, -0.01523939985781908, 0.02137300930917263, -0.025165610015392303, -0.011755540035665035, -0.022595569491386414, -0.007340040057897568, -0.020144600421190262, -0.011186820454895496, -0.020694749429821968, 0.03577157109975815, -0.014950379729270935, -0.01014747004956007, 0.019341539591550827, -0.021437639370560646, -0.02886281907558441, -0.013890359550714493, -0.012201069854199886, -0.019892720505595207, -0.028601350262761116, -0.031239120289683342, -0.027141790837049484, 0.05157601088285446, -0.015378739684820175, -0.02412628009915352, -0.02822067029774189, 0.06468778848648071, 0.015212509781122208, -0.005376025103032589, -0.008059900254011154, -0.008122799918055534, -0.00513580022379756, -0.006525449920445681, -0.0065804747864604, -0.006482299882918596, -0.01047702506184578, -0.004587024915963411, -0.0076254247687757015, -0.008150399662554264, -0.005114375147968531, -0.006764874793589115, -0.006535349879413843, -0.006615200079977512, -0.010295825079083443, -0.0034201000817120075, -0.007981950417160988, -0.007978624664247036, -0.005459649953991175, -0.00648084981366992, -0.00656802486628294, -0.006410399917513132, -0.010319399647414684, 0.0, 2334415.0]"
300,1162347.9949629002,"[-0.0215461403131485, -0.013930309563875198, 0.02584408037364483, -0.024808820337057114, -0.01845112070441246, -0.014353440143167973, 0.02034064009785652, -0.023976469412446022, -0.010649969801306725, -0.02144625037908554, -0.006682219915091991, -0.019078809767961502, -0.010039630346000195, -0.019628390669822693, 0.03516903147101402, -0.015291010029613972, -0.008919459767639637, 0.019576849415898323, -0.020272530615329742, -0.027752870693802834, -0.01275274995714426, -0.011009910143911839, -0.0186274703592062, -0.027439089491963387, -0.030330639332532883, -0.026249520480632782, 0.050179481506347656, -0.014389240182936192, -0.024309799075126648, -0.027361739426851273, 0.06361199170351028, 0.014910359866917133, -0.005388100165873766, -0.008070849813520908, -0.008135775104165077, -0.005134175065904856, -0.0065321000292897224, -0.0065905251540243626, -0.0064919497817754745, -0.010491824708878994, -0.004603949841111898, -0.007636074908077717, -0.008160100318491459, -0.005115349777042866, -0.006769924890249968, -0.006545600015670061, -0.006621549837291241, -0.010310974903404713, -0.0034624000545591116, -0.007992775179445744, -0.00798755045980215, -0.005467624869197607, -0.00648629991337657, -0.006572999991476536, -0.006416175048798323, -0.010334200225770473, 0.0, 2334416.0]"
301,1162347.9969160252,"[-0.0184854194521904, -0.011955969966948032, 0.031264010816812515, -0.02317827008664608, -0.016661370173096657, -0.01158223021775484, 0.025531740859150887, -0.022160319611430168, -0.00997105985879898, -0.020529240369796753, -0.0037877499125897884, -0.017712799832224846, -0.008853520266711712, -0.01818360947072506, 0.038406431674957275, -0.010523839853703976, -0.007757859770208597, 0.02329964004456997, -0.01868598908185959, -0.02708085998892784, -0.011864869855344296, -0.009633850306272507, -0.016942890360951424, -0.02662632055580616, -0.028485899791121483, -0.024470899254083633, 0.05371541902422905, -0.013517489656805992, -0.019458210095763206, -0.026073170825839043, 0.06667406111955643, 0.018965229392051697, -0.005399675108492374, -0.008069874718785286, -0.008133900351822376, -0.005152475088834763, -0.0065279752016067505, -0.006588149815797806, -0.006485899910330772, -0.010491750203073025, -0.004608524963259697, -0.0076315500773489475, -0.008157774806022644, -0.005117400083690882, -0.006763274781405926, -0.006542849820107222, -0.0066159749403595924, -0.010312249884009361, -0.0034516500309109688, -0.007991449907422066, -0.007985950447618961, -0.005481599830091, -0.006481324788182974, -0.006567925214767456, -0.006408474873751402, -0.010331599973142147, 0.0, 2334417.0]"
302,1162347.9988691502,"[-0.004972139839082956, -0.004897620063275099, 0.040336839854717255, -0.01850753091275692, -0.012170819565653801, -0.0020129999611526728, 0.03417966142296791, -0.017227599397301674, -0.009924369864165783, -0.019760560244321823, 0.0032313100527971983, -0.014590989798307419, -0.006910710129886866, -0.014767739921808243, 0.043899789452552795, -0.0015865600435063243, -0.006198349874466658, 0.02855920046567917, -0.015451169572770596, -0.02704966999590397, -0.011058250442147255, -0.0072469101287424564, -0.013947379775345325, -0.026249850168824196, -0.02328643947839737, -0.019430609419941902, 0.06036318093538284, -0.012757809832692146, -0.011570990085601807, -0.022484190762043, 0.07233449071645737, 0.025088729336857796, -0.005385850090533495, -0.008065049536526203, -0.008129174821078777, -0.005148325115442276, -0.0065218000672757626, -0.006582050118595362, -0.006478324998170137, -0.010487324558198452, -0.004591050092130899, -0.0076270499266684055, -0.008152024820446968, -0.005120425019413233, -0.006755849812179804, -0.006538600195199251, -0.0066097998060286045, -0.010308950208127499, -0.0034348000772297382, -0.00798377487808466, -0.00797864980995655, -0.005473474971950054, -0.006474900059401989, -0.0065650250762701035, -0.0064038001000881195, -0.01032672543078661, 0.0, 2334418.0]"
303,1162348.0008222752,"[0.02464934065937996, 0.007430680096149445, 0.049088139086961746, -0.00942021980881691, -0.001043759984895587, 0.010836459696292877, 0.04255850985646248, -0.009847469627857208, -0.010424059815704823, -0.018786950036883354, 0.010798820294439793, -0.010120159946382046, -0.00442916015163064, -0.009944389574229717, 0.04917268827557564, 0.0072679598815739155, -0.0047125001437962055, 0.033174868673086166, -0.011670419946312904, -0.02755621075630188, -0.010177159681916237, -0.0046742199920117855, -0.011026499792933464, -0.026204649358987808, -0.016458680853247643, -0.012630370445549488, 0.06695578247308731, -0.0116252601146698, -0.0041170502081513405, -0.015245700255036354, 0.07793761044740677, 0.030593009665608406, -0.0053558251820504665, -0.0080462247133255, -0.008110050112009048, -0.005138699896633625, -0.006509600207209587, -0.006568150129169226, -0.006465849932283163, -0.010465900413691998, -0.004567975178360939, -0.007613500114530325, -0.008136849850416183, -0.0050993748009204865, -0.006746150087565184, -0.006524174939841032, -0.006599599961191416, -0.010288500227034092, -0.003427125047892332, -0.007967550307512283, -0.007962550036609173, -0.005464550107717514, -0.006459599826484919, -0.00654995022341609, -0.00639190012589097, -0.010306425392627716, 0.0, 2334419.0]"
304,1162348.0027754002,"[0.04108649119734764, 0.014400550164282322, 0.053888529539108276, -0.004371020011603832, 0.006210150197148323, 0.017760759219527245, 0.047152258455753326, -0.006500570103526115, -0.011408110149204731, -0.01917492039501667, 0.014524389989674091, -0.0084448903799057, -0.004141310229897499, -0.00809894036501646, 0.05189291015267372, 0.011846950277686119, -0.005312810186296701, 0.0352221317589283, -0.010690740309655666, -0.028537660837173462, -0.010769319720566273, -0.004566439893096685, -0.010793959721922874, -0.02707299031317234, -0.013112000189721584, -0.009302609600126743, 0.07065065950155258, -0.011423840187489986, -0.00042600001324899495, -0.01098886039108038, 0.08105011284351349, 0.03335756063461304, -0.005332575179636478, -0.008034074679017067, -0.008096625097095966, -0.005131599958986044, -0.006504974793642759, -0.006560975220054388, -0.006462474819272757, -0.010455849580466747, -0.004548924975097179, -0.007606899831444025, -0.008127049542963505, -0.0051008001901209354, -0.006744400132447481, -0.006518724840134382, -0.006597475148737431, -0.010275725275278091, -0.0034143999218940735, -0.007960200309753418, -0.007957925088703632, -0.005466749891638756, -0.006453575100749731, -0.006544924806803465, -0.006384424865245819, -0.01029600016772747, 0.0, 2334420.0]"
305,1162348.0047285252,"[0.026178039610385895, 0.0066610598005354404, 0.05065406858921051, -0.011821280233561993, -0.003830099944025278, 0.011129319667816162, 0.04397587850689888, -0.012904070317745209, -0.012573139742016792, -0.02199959009885788, 0.010752679780125618, -0.013004539534449577, -0.008134029805660248, -0.012930110096931458, 0.04963143914937973, 0.008024079725146294, -0.008799459785223007, 0.03253396973013878, -0.015085220336914062, -0.029705779626965523, -0.013510419987142086, -0.008646589703857899, -0.015003260225057602, -0.028911670669913292, -0.017510779201984406, -0.013748669996857643, 0.06851471215486526, -0.014166150242090225, -0.004034290090203285, -0.016353439539670944, 0.07913169264793396, 0.030946189537644386, -0.00533284991979599, -0.008028225041925907, -0.008088375441730022, -0.00514334999024868, -0.006501850206404924, -0.006557149812579155, -0.006457124836742878, -0.010445499792695045, -0.004538849927484989, -0.007600024808198214, -0.008119800128042698, -0.005109325051307678, -0.006741850171238184, -0.006517025176435709, -0.006595499813556671, -0.010264725424349308, -0.003396600019186735, -0.007956424728035927, -0.007955525070428848, -0.005467374809086323, -0.006451275199651718, -0.006544400006532669, -0.0063796499744057655, -0.010287799872457981, 0.0, 2334421.0]"
306,1162348.0066816502,"[-0.007579539902508259, -0.008715040050446987, 0.04089216887950897, -0.023057909682393074, -0.01669212058186531, -0.004987040068954229, 0.0345124788582325, -0.022629059851169586, -0.013042709790170193, -0.023516060784459114, 0.001542879967018962, -0.018994759768247604, -0.011526890099048615, -0.01938921958208084, 0.04364700987935066, -0.0018850499764084816, -0.010998809710144997, 0.026357559487223625, -0.020545560866594315, -0.0301585104316473, -0.014930300414562225, -0.012368620373308659, -0.01952953077852726, -0.0297931507229805, -0.026446910575032234, -0.022593749687075615, 0.06179160997271538, -0.01590654067695141, -0.01290441956371069, -0.025371039286255836, 0.07329557836055756, 0.024277040734887123, -0.0053460500203073025, -0.008040999993681908, -0.008097800426185131, -0.00514142494648695, -0.006508450023829937, -0.0065686749294400215, -0.006463150028139353, -0.010452399961650372, -0.004542824812233448, -0.007607500068843365, -0.008128649555146694, -0.005102400202304125, -0.0067517501302063465, -0.006528775207698345, -0.0066038500517606735, -0.01027590036392212, -0.0033963751047849655, -0.007964599877595901, -0.007963725365698338, -0.00546154985204339, -0.0064623998478055, -0.0065541998483240604, -0.00638997508212924, -0.01029920019209385, 0.0, 2334422.0]"
307,1162348.0086347752,"[-0.020973579958081245, -0.014745349995791912, 0.030811689794063568, -0.026104459539055824, -0.019591910764575005, -0.014450989663600922, 0.02483995072543621, -0.02547772042453289, -0.01252226997166872, -0.023293960839509964, -0.005770899821072817, -0.020545920357108116, -0.011819270439445972, -0.021112289279699326, 0.03781339153647423, -0.011354690417647362, -0.010827540419995785, 0.02072322927415371, -0.021927479654550552, -0.029613060876727104, -0.014618059620261192, -0.012794109992682934, -0.020426489412784576, -0.02936943992972374, -0.031094370409846306, -0.027023740112781525, 0.05466929078102112, -0.015935439616441727, -0.021192120388150215, -0.0283456202596426, 0.06722450256347656, 0.017565889284014702, -0.005376049783080816, -0.00805167481303215, -0.008113224990665913, -0.005153925158083439, -0.006515224929898977, -0.006576899904757738, -0.0064727747812867165, -0.010461174882948399, -0.004565924871712923, -0.007616525050252676, -0.008139650337398052, -0.005110300146043301, -0.006758625153452158, -0.006532799918204546, -0.006611499935388565, -0.01028785016387701, -0.0034314249642193317, -0.007970349863171577, -0.007971624843776226, -0.0054634748958051205, -0.006468900013715029, -0.006558374967426062, -0.0064003001898527145, -0.010310400277376175, 0.0, 2334423.0]"
308,1162348.0105879002,"[-0.021987030282616615, -0.014645620249211788, 0.025757139548659325, -0.02559684030711651, -0.019255569204688072, -0.015017859637737274, 0.020149340853095055, -0.024826569482684135, -0.01144906971603632, -0.022266820073127747, -0.007076940033584833, -0.01983962021768093, -0.010869010351598263, -0.020423009991645813, 0.035041049122810364, -0.015275919809937477, -0.009729360230267048, 0.018686829134821892, -0.02111167088150978, -0.02852557972073555, -0.013562790118157864, -0.011829569935798645, -0.019490869715809822, -0.028266509994864464, -0.031010139733552933, -0.026892630383372307, 0.050709329545497894, -0.015112440101802349, -0.02462375909090042, -0.027996070683002472, 0.06395348906517029, 0.01457331981509924, -0.005391099955886602, -0.008067449554800987, -0.008129499852657318, -0.00515717500820756, -0.006527800112962723, -0.00658817496150732, -0.006483475212007761, -0.010480774566531181, -0.0045777251943945885, -0.00763115007430315, -0.008152900263667107, -0.005108200013637543, -0.006768949795514345, -0.006541899871081114, -0.0066189998760819435, -0.010305900126695633, -0.003452874952927232, -0.007982774637639523, -0.007985400035977364, -0.005476349964737892, -0.006479024887084961, -0.0065680500119924545, -0.006411024834960699, -0.010327424854040146, 0.0, 2334424.0]"
309,1162348.0125410252,"[-0.02028973028063774, -0.013341070152819157, 0.027771810069680214, -0.02429128997027874, -0.017840450629591942, -0.013542620465159416, 0.0221950002014637, -0.02344181016087532, -0.01048262044787407, -0.02117975987493992, -0.005514109972864389, -0.018690109252929688, -0.00969851016998291, -0.019233789294958115, 0.03637078031897545, -0.013244709931313992, -0.008531180210411549, 0.020803410559892654, -0.019811740145087242, -0.027563219889998436, -0.012509330175817013, -0.010587120428681374, -0.01811324991285801, -0.02721353992819786, -0.02979215979576111, -0.025692280381917953, 0.05165740102529526, -0.014129510149359703, -0.022397959604859352, -0.02696036919951439, 0.06486713141202927, 0.01641611009836197, -0.005401149857789278, -0.008069049566984177, -0.008130325004458427, -0.0051512750796973705, -0.006529924925416708, -0.006587225012481213, -0.006483525037765503, -0.010487224906682968, -0.004582449793815613, -0.007634699810296297, -0.008153175003826618, -0.0051091499626636505, -0.006767849903553724, -0.006543050054460764, -0.0066188001073896885, -0.010308399796485901, -0.0034638249780982733, -0.007988049648702145, -0.007988950237631798, -0.005479924846440554, -0.00648199999704957, -0.006568375043570995, -0.006411424838006496, -0.010329999960958958, 0.0, 2334425.0]"
